player_id, sessions, session_time, words, rounds_completed, stars_gained, energy_spent, energy_left, win_ratio, total_games, friends, grind_spent, grind_earned, premium_left, premium_earned, premium_spent, lottery_wins, diffuculty, grind_left, level, dollars, playeractivity
28831,0,8,1,0,0,1715,400,0,0,0,0,0,0,0,0,0,0,0,6,3,Churned
1028830,0,9,1,0,0,14550,400,0,0,0,0,0,0,0,1,0,0,0,5,3,Churned
2971190,0,1,0,0,0,999,5800,0,0,0,0,0,0,0,1,0,0,0,1,3,Churned
675116,0,5,1,0,0,1317,400,0,0,0,0,0,0,0,1,0,0,0,1,3,Churned
1324910,4,9,1,390,300,8437,8600,0,0,0,0,0,0,4,2,7,0,0,11,21,Churned
3325020,0,0,0,0,0,210,3400,0,0,0,0,0,0,0,0,0,0,0,1,0,Churned
2324910,5,14,0,0,20187,16310,50200,0,0,0,0,0,0,0,2,4,0,0,11,37,Churned
5325050,1,8,3,0,1000,21129,400,0,0,0,0,0,0,0,1,0,0,0,4,4,Churned
6325050,4,11,3,323,825,8243,7900,0,0,0,0,0,0,0,0,3,0,0,41,15,Churned
125288,4,9,2,0,233,14001,55400,0,0,0,0,0,0,1,3,2,0,0,9,15,Active
5125320,2,13,5,0,600,8824,1800,0,0,0,0,150,0,0,2,5,0,0,13,29,Churned
4125310,0,2,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,Churned
4125310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Churned
6125430,0,3,1,0,0,600,400,0,0,0,0,0,0,0,0,0,0,0,1,7,Churned
6125430,1,8,2,2250,500,3113,77010,0,0,1,0,0,0,0,0,0,0,0,13,29,Churned
6885860,0,2,0,0,0,2181,400,0,0,0,0,0,0,0,0,1,0,0,0,7,Churned
1560830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Churned
2560840,0,4,0,3150,2200,2700,0,0,0,0,0,0,0,0,0,1,0,0,21,0,Churned
2560840,1,5,3,11550,0,92369,9200,0,0,0,0,0,0,0,0,1,0,0,5,13,Churned
4117930,1,7,3,300,525,2340,2600,0,0,0,0,0,0,0,1,4,0,0,3,16,Churned
9118070,6,13,3,3163,5875,9742,7900,0,0,0,0,0,0,2,2,2,0,0,15,22,Churned
8118070,0,5,1,450,0,1057,400,0,0,0,0,0,0,0,0,0,0,0,10,3,Churned
2882100,0,1,0,4500,0,1800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned
6243350,1,4,1,0,375,10800,0,0,0,1,0,0,0,0,0,2,0,0,1,13,Churned
5243340,0,4,0,0,0,715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned
5243350,2,7,2,2550,0,3016,0,0,0,0,0,0,0,2,1,0,0,0,3,8,Churned
7203380,0,9,6,0,1350,1459,3500,0,0,1,0,0,0,1,2,1,0,0,16,10,Churned
1800390,1,7,3,1875,0,11270,10800,0,0,1,0,0,0,1,0,1,0,0,3,12,Churned
2800400,0,0,0,0,0,3000,5100,0,0,0,0,0,0,2,0,0,0,0,1,2,Churned
3199620,13,27,22,5655,10550,86666,39694,0,0,0,0,0,1,6,5,12,0,0,37,70,Churned
1199600,5,20,2,0,6125,5409,4395,0,0,0,0,0,0,1,0,2,0,0,22,11,Churned
5317660,0,3,0,0,0,935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned
5317660,4,10,2,0,2700,17614,35409,0,0,0,0,99,1,2,2,3,0,0,46,13,Churned
3686130,1,7,3,300,0,5800,4900,0,0,0,0,0,0,3,0,2,0,0,0,19,Churned
239575,0,20,1,0,6450,36371,1100,0,0,0,0,0,0,0,0,3,0,0,23,26,Churned
7878500,0,3,2,0,0,760,0,0,0,0,0,0,0,0,1,0,0,0,6,4,Churned
7878510,0,3,1,0,0,157705,7900,0,0,0,0,0,0,0,1,0,0,0,9,3,Churned
3431810,0,9,0,0,5000,609,6100,0,0,0,0,0,0,0,1,0,0,0,6,0,Churned
7435580,4,2,3,0,0,6400,2100,0,0,0,0,0,0,2,2,3,1,0,7,6,Churned
8129940,2,23,7,13500,225,45770,23536,0,0,0,0,0,0,3,3,4,0,11,71,37,Active
8135410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Active
901335,4,12,3,1588,12575,6338,0,0,0,0,0,0,0,8,1,2,0,5,15,18,Churned
2930490,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
1158750,1,10,1,3218,6500,4918,300,0,0,1,0,0,0,0,0,0,0,6,11,10,Churned
5440860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Active
732188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
5089650,3,5,1,0,500,780,105999,0,0,0,0,0,0,0,2,2,0,4,8,12,Churned
5788760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
2622530,0,31,13,750,225,52862,17600,0,2,0,0,0,0,3,2,4,0,21,104,49,Active
8300600,0,14,3,0,0,3085,400,0,0,0,0,0,0,0,2,0,0,2,8,16,Active
4893090,3,8,4,450,6200,9505,45900,0,0,0,0,0,0,2,1,3,0,2,9,13,Active
848730,6,27,6,5400,1900,26217,36899,0,1,0,0,150,0,2,1,6,0,5,97,40,Churned
1975490,2,7,5,875,500,20834,7500,0,0,0,0,0,0,1,8,5,0,15,18,25,Active
2015500,0,4,0,3000,0,8042,120,0,0,0,0,0,0,1,0,1,0,6,4,9,Churned
1363050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
6255370,1,2,0,0,200,3648,0,0,1,0,0,0,0,1,0,2,0,2,1,4,Active
730123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Active
4678920,7,9,1,0,200,54450,63200,0,0,1,0,0,0,4,0,11,0,15,34,29,Churned
7432610,1,12,0,0,1500,3266,8800,0,0,0,0,0,0,0,0,1,0,4,8,17,Active
873280,2,19,6,1200,100500,658534,1256937,0,0,1,0,0,0,3,4,1,0,7,15,35,Churned
2539340,0,0,0,1063,0,150,0,0,0,0,0,0,0,0,0,0,0,17,1,0,Churned
3284900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Active
6896870,1,13,4,7500,10200,8902,30400,0,1,0,0,0,0,0,0,1,0,12,0,25,Active
3728880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
1119900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
4513230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
3364870,0,5,2,0,0,1590,400,0,0,0,0,0,0,0,1,0,0,4,2,1,Churned
4010060,5,9,2,22000,3300,86646,5600,0,0,0,0,0,0,2,1,1,0,5,7,22,Active
5766300,8,25,2,2175,21750,35753,45400,0,0,0,0,400,0,5,4,10,0,13,57,35,Active
4522120,3,22,6,121750,81338,87695,56300,0,0,1,0,0,0,10,2,6,0,29,38,45,Active
2310780,10,36,6,127725,23903,106699,69273,0,2,0,0,0,0,6,6,13,0,21,98,51,Active
229733,1,6,2,3000,200,21942,25901,0,1,0,0,0,0,1,3,7,0,17,49,24,Churned
6892960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
7414260,18,42,13,13500,14925,305626,62550,0,0,3,0,0,0,7,4,41,0,33,82,108,Active
2530910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
8645080,1,10,3,19433,30750,67181,130300,0,1,0,0,0,0,7,1,4,0,2,45,31,Active
259790,1,2,1,0,1000,83667,1500,0,0,0,0,0,0,0,1,3,0,1,6,24,Active
7025870,11,40,356,11501,27643,785870,126401,0,2,0,0,0,0,16,7,28,0,29,183,165,Active
6309410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
4938390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
7515580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Churned
1647060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Active
3921300,1,5,5,4800,0,5378,600,0,0,0,0,0,0,5,1,3,0,5,26,28,Active
5526810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
7752410,0,34,13,17550,3450,41598,15700,0,0,0,0,0,0,2,3,7,0,24,61,66,Active
3504980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
3383190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,6,Churned
2064760,0,1,1,0,0,210,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
1732370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
5924740,4,14,0,6000,138,9947,6350,0,2,0,0,0,0,4,1,4,0,19,47,19,Churned
6287670,2,33,11,2700,51500,10725,39450,0,0,1,0,0,0,3,2,4,0,14,75,79,Active
8385130,0,2,1,0,165,1764,15200,0,0,0,0,0,0,0,0,0,0,1,2,1,Churned
2319230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
497803,1,1,0,0,60,958,900,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
833683,3,21,8,7095,16850,16132,95350,0,0,0,0,0,0,1,2,8,0,55,64,77,Active
8461270,3,20,3,0,1325,6759,19500,0,0,0,0,0,0,2,2,5,0,12,17,32,Active
1428090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
1889460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Active
7217360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
2804960,0,4,2,0,1500,3457,7325,0,0,0,0,400,0,3,0,2,0,2,17,12,Active
6998360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
2738840,2,3,4,5625,0,2586,0,0,0,0,0,0,0,0,0,0,0,3,16,10,Active
1289970,0,2,0,2250,0,210,0,0,0,0,0,0,0,0,0,0,0,2,0,3,Active
4634780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
4760680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,Active
2047440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
8717050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,Active
1868750,2,44,10,5250,21710,93738,91879,0,0,0,0,0,0,4,4,3,0,12,125,80,Active
1155490,7,30,8,9500,6845,133889,44200,0,0,0,0,0,0,5,5,10,0,10,64,49,Active
5148240,1,7,1,0,0,1225,400,0,0,0,0,0,0,0,1,0,0,4,4,6,Churned
2684910,3,30,11,2183,4478,29268,31086,0,0,0,0,0,1,3,4,7,0,9,42,58,Active
6753910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Churned
6068260,0,3,0,420,5112,14438,0,0,0,0,0,0,0,0,0,1,0,6,22,9,Churned
2594960,0,1,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,2,4,0,Active
6487270,1,30,4,36708,10650,10485,33000,0,0,0,0,0,0,4,3,3,0,6,37,37,Active
4979550,5,10,4,1263,413,8435,11500,0,0,0,0,0,0,4,1,0,0,2,10,12,Active
7006940,2,13,1,45300,0,7406,26600,0,0,0,0,0,0,1,0,0,0,2,22,16,Active
4287550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
2174830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
5842900,0,1,1,0,300,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Active
7100340,0,2,5,0,2000,9207,7500,0,0,0,0,0,0,0,0,1,0,3,24,8,Active
3899700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Churned
957458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,Active
7689750,0,5,0,12950,0,40072,0,0,0,0,0,0,0,3,0,3,0,5,33,12,Active
7490000,4,20,9,1500,15200,9847,53977,0,0,0,0,0,0,1,1,4,1,22,61,35,Churned
8387130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Active
8476370,4,8,6,0,300,14330,58850,0,0,0,0,0,0,1,1,7,0,4,5,26,Active
6728290,6,4,1,300,15000,6787,15500,0,0,0,0,0,0,2,0,5,0,2,5,15,Churned
3166680,0,4,2,600,300,540,0,0,0,0,0,0,0,0,0,1,0,2,2,4,Churned
5187470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Active
3546980,0,7,1,0,0,6640,9566,0,0,0,0,0,0,0,0,2,1,9,4,12,Active
6075700,0,14,1,0,3500,61752,8400,0,0,0,0,0,0,0,1,3,0,18,40,32,Active
7848320,1,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,5,0,Active
3033820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
8735760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Active
3999320,4,1,1,0,1500,65355,52994,0,0,0,0,0,0,0,1,2,0,2,4,5,Active
8420910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,Churned
2644990,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
5655960,6,109,21,97500,7953,194621,59970,0,1,1,0,0,2,10,8,14,0,22,234,211,Active
8347850,1,13,2,375,0,3692,7500,0,0,0,5,0,0,0,0,4,0,4,31,29,Active
6780400,1,1,0,0,83,1270,0,0,0,0,0,0,1,1,1,0,0,7,18,1,Churned
3638210,1,4,0,535,3950,2164,0,0,0,0,0,0,0,0,0,1,0,1,2,2,Active
7987400,1,3,3,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Churned
9102750,1,0,1,3750,0,1357,1429,0,0,0,0,0,0,0,1,2,0,1,0,12,Churned
4458260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
4085860,6,4,3,600,30060,2333,8900,0,0,0,0,0,0,3,0,4,0,10,11,22,Active
965312,3,31,10,9150,19625,41512,25224,0,1,1,0,0,1,0,3,8,1,11,64,42,Active
6719910,2,25,5,5250,26785,69026,25808,0,0,0,0,99,1,4,3,5,1,22,101,58,Active
1890970,0,5,0,2250,3250,4665,800,0,0,1,0,0,0,2,1,1,0,32,14,16,Churned
6370110,1,0,0,375,300,15300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Churned
1412310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
5030660,3,7,1,1300,400,11135,0,0,0,0,5,0,0,3,0,3,0,8,17,20,Churned
5365860,11,18,2,6725,1665,15455,2400,0,2,0,0,0,0,3,3,2,0,10,57,33,Active
5985030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
22367,1,3,0,0,0,3535,8350,0,0,0,0,0,0,0,1,1,0,1,6,3,Active
5792920,1,14,5,450,2750,13759,19499,0,0,0,10,0,0,4,3,9,0,8,18,32,Active
8617930,2,2,1,2300,0,2670,0,0,0,0,0,0,0,0,0,1,0,2,9,4,Churned
1277670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
962850,5,10,0,1274,8025,47449,0,0,0,0,0,0,0,5,1,5,0,13,30,17,Active
6840750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Churned
3868550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
8034350,1,1,1,300,300,425,400,0,0,0,0,0,0,0,1,0,0,1,5,4,Churned
729641,2,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,4,1,2,Active
918623,2,9,3,300,18800,61045,11400,0,0,0,0,0,0,2,1,3,0,9,19,31,Active
8261600,0,1,2,0,0,453,0,0,1,0,0,0,0,0,1,0,0,1,3,0,Active
8906690,1,6,1,6625,1500,4511,7500,0,0,0,0,0,0,0,0,2,0,5,17,18,Active
3755220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
3326700,5,25,13,32365,52750,84366,31450,0,0,1,0,0,0,7,3,12,0,22,79,100,Active
8921120,0,4,4,625,0,1935,400,0,0,0,0,0,0,0,0,0,0,5,17,6,Active
6478190,3,17,5,8565,10473,17014,63241,0,1,0,0,0,2,2,3,12,1,19,36,36,Active
6264680,1,0,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
2703060,1,9,1,0,5250,12175,10000,0,0,0,0,150,0,0,1,5,0,7,34,22,Active
6678350,0,14,3,0,200,8670,22500,0,0,0,0,0,0,0,1,2,0,3,30,8,Active
7777670,14,20,4,1050,22500,30469,31255,0,0,0,0,0,0,2,4,11,0,17,13,40,Active
733890,4,7,2,28300,0,16906,41599,0,1,0,0,150,0,2,0,4,0,5,40,25,Churned
3525420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,Active
3345410,7,45,9,1800,6000,64572,136499,0,1,0,0,0,0,8,7,33,0,21,135,86,Active
4381460,1,36,15,185200,60243,26145,59099,1,0,1,0,0,1,3,2,7,0,14,31,94,Active
3877590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
3168740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Active
7270590,7,26,10,58000,3273,78115,139900,0,0,0,0,0,0,5,1,14,0,21,162,73,Active
6262270,5,20,12,126500,204800,180064,56850,0,1,3,0,99,0,4,2,5,0,59,125,67,Active
8038450,0,0,2,0,6250,958,0,0,2,0,0,0,0,1,0,2,0,3,13,4,Active
1652350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Active
5378130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,Churned
1273480,2,14,2,5,2025,5632,9000,0,0,0,0,0,0,1,1,1,0,2,22,21,Churned
6808240,0,7,1,0,0,4401,2900,0,0,0,0,0,0,1,0,0,0,3,28,29,Active
4951550,0,2,3,98,0,8120,8490,0,0,0,0,0,0,0,1,2,0,2,31,11,Active
3638120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Churned
3476690,2,15,4,300,0,25470,1600,0,0,0,0,99,0,2,0,3,0,1,36,30,Churned
588918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
5540140,0,3,0,3138,0,1638,15000,0,0,0,0,0,0,1,0,1,0,3,7,15,Active
2682680,0,1,0,120,0,1250,0,0,0,0,0,0,0,0,0,0,0,3,1,0,Active
1342290,7,17,5,11250,7150,60653,101450,0,1,1,1050,0,0,4,5,9,0,8,17,32,Active
6903150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,Active
7726590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Active
9218760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Active
4254300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Churned
4150560,8,17,2,450,1000,187151,9100,0,1,0,0,0,0,4,2,6,0,5,52,31,Active
1143180,1,2,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
4365720,6,9,2,0,15000,5327,0,0,0,0,0,0,0,2,0,4,0,2,16,16,Active
1675040,0,2,0,0,0,100,400,0,0,0,0,0,0,1,1,0,0,1,0,1,Churned
2965170,1,1,0,0,200,2370,0,0,0,0,0,0,0,0,0,5,0,3,1,8,Churned
1782830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
334135,0,1,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Active
5328830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
1327220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Active
319837,0,0,0,0,200,1000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Active
8551150,6,21,6,5250,2900,19092,18795,0,0,0,0,0,0,2,4,8,1,3,53,59,Churned
331020,6,17,1,683,4225,22592,442800,0,1,0,500,0,0,1,1,13,1,8,52,39,Active
794283,0,0,0,900,200,1970,0,0,0,0,0,0,0,1,0,0,0,1,1,2,Churned
1866110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Churned
4229840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Active
4257900,1,11,0,2525,2875,250883,41400,0,2,0,0,0,0,3,0,3,0,8,28,20,Active
6532160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,Active
7885050,0,3,0,4500,2000,1503,49000,0,0,0,0,0,0,0,0,0,0,8,1,8,Active
5347800,4,17,1,8700,1300,39085,38600,0,0,0,0,0,0,1,0,1,0,6,30,19,Active
1463900,15,63,12,34650,34975,102050,55861,0,0,1,0,0,1,10,11,11,0,12,118,127,Active
4148830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Active
27728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,Active
1428980,1,13,3,0,0,7677,84987,0,0,0,0,0,0,1,1,1,0,4,18,11,Active
7550220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,Active
1355990,1,10,1,300,0,4612,7500,0,0,0,0,0,0,0,1,0,0,2,15,5,Churned
8851840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Churned
7594770,6,31,12,175,180,29499,24200,0,1,0,0,0,0,1,1,4,0,74,55,71,Active
6883080,17,61,24,42153,56128,1116894,1050313,0,0,1,0,0,1,6,7,38,1,22,170,147,Active
1452160,1,2,0,0,0,342,6500,0,0,0,0,0,0,0,1,0,0,3,0,4,Churned
7332560,0,5,1,57500,0,1818,7500,0,0,0,0,0,0,0,0,1,0,2,8,8,Active
5944700,0,3,1,0,1500,210,0,0,0,0,0,0,0,0,0,1,0,9,18,0,Active
7764710,0,12,0,0,300,3371,0,0,0,0,0,0,0,2,0,1,0,6,8,32,Active
8838870,1,17,1,7500,18200,7511,7500,0,1,0,0,0,0,2,2,1,0,6,39,24,Active
5846250,0,0,0,45000,0,2137,0,0,0,0,0,0,0,0,0,0,0,4,3,0,Active
39498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,Active
1787850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,Active
7230790,0,1,0,0,0,2750,0,0,0,0,0,0,0,0,0,1,0,3,1,3,Churned
9215950,1,4,0,3000,0,500,3500,0,0,0,0,0,0,0,0,0,0,3,13,3,Active
780454,11,11,2,650,0,8060,1050,0,0,0,0,0,0,8,2,2,0,9,19,19,Active
3223310,1,0,0,625,0,435,6500,0,0,1,0,0,0,0,0,0,0,2,0,0,Active
5219650,4,31,15,0,2900,54600,17900,0,0,0,0,0,0,5,3,8,0,22,77,41,Active
8105380,1,8,1,0,0,8800,0,0,0,0,0,0,0,1,0,1,0,2,11,0,Churned
7341220,6,53,17,21775,44200,107752,35899,0,4,0,0,0,0,14,6,12,1,39,116,99,Active
7115620,0,5,2,2250,2200,5600,24461,0,0,0,0,0,0,0,1,4,0,7,3,11,Active
991064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,Active
3012700,3,18,5,4500,5150,15417,14700,0,0,0,0,0,0,1,2,6,0,7,39,36,Active
7012700,6,26,2,7555,412,56176,10250,0,0,1,0,0,1,4,3,5,0,37,21,53,Active
567887,7,25,6,0,1374,25394,88400,0,0,1,0,0,2,3,2,9,0,28,37,60,Active
6432140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Active
5128740,7,16,4,9750,0,22639,36700,0,1,0,0,0,1,1,0,5,0,11,11,39,Active
8010840,1,6,2,0,0,530,400,0,0,0,0,0,0,1,1,0,0,7,22,6,Churned
6010830,2,19,4,0,1500,26143,1700,0,0,0,0,0,0,2,2,8,0,3,67,55,Active
7992960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Active
1992940,5,37,10,2250,52000,14709,63000,0,0,0,0,0,0,5,1,7,0,8,85,56,Active
3324420,1,0,1,750,0,9500,2500,0,0,0,0,0,0,0,0,0,0,4,0,0,Churned
4206510,5,2,1,0,5000,2327,1500,0,0,0,0,0,1,1,1,0,0,2,3,7,Churned
445289,0,1,0,0,0,4160,0,0,0,0,0,0,0,0,0,0,0,13,4,0,Active
554707,9,28,7,1635,16775,52171,104700,0,0,1,0,0,0,7,3,12,0,10,79,44,Active
3770340,10,76,34,146500,83756,46155,702252,0,2,0,0,0,0,17,2,6,0,18,62,156,Active
770347,2,19,3,5612,6000,16847,7442,0,0,0,0,0,0,0,0,2,0,9,43,16,Active
5095250,1,12,2,0,300,19381,49000,0,0,1,0,0,0,2,4,1,0,1,15,27,Active
